Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.02:16086, Gold Turbine Blade
gregtech:gt.metaitem.02:16089, Lead Turbine Blade
gregtech:gt.metaitem.02:16090, Bismuth Turbine Blade
gregtech:gt.metaitem.02:16096, Thorium Turbine Blade
gregtech:gt.metaitem.02:16097, Uranium 235 Turbine Blade
gregtech:gt.metaitem.02:16098, Uranium 238 Turbine Blade
gregtech:gt.metaitem.02:16100, Plutonium 239 Turbine Blade
gregtech:gt.metaitem.02:16101, Plutonium 241 Turbine Blade
gregtech:gt.metaitem.02:16129, Neutronium Turbine Blade
gregtech:gt.metaitem.02:16300, Bronze Turbine Blade
gregtech:gt.metaitem.02:16301, Brass Turbine Blade
gregtech:gt.metaitem.02:16302, Invar Turbine Blade
gregtech:gt.metaitem.02:16303, Electrum Turbine Blade
gregtech:gt.metaitem.02:16304, Wrought Iron Turbine Blade
gregtech:gt.metaitem.02:16305, Steel Turbine Blade
gregtech:gt.metaitem.02:16306, Stainless Steel Turbine Blade
gregtech:gt.metaitem.02:16307, Pig Iron Turbine Blade
gregtech:gt.metaitem.02:16310, Cupronickel Turbine Blade
gregtech:gt.metaitem.02:16311, Nichrome Turbine Blade
gregtech:gt.metaitem.02:16312, Kanthal Turbine Blade
gregtech:gt.metaitem.02:16313, Magnalium Turbine Blade
gregtech:gt.metaitem.02:16316, Tungstensteel Turbine Blade
gregtech:gt.metaitem.02:16317, Osmiridium Turbine Blade
gregtech:gt.metaitem.02:16319, Adamantium Turbine Blade
gregtech:gt.metaitem.02:16320, Fluxed Electrum Turbine Blade
gregtech:gt.metaitem.02:16321, Enderium Turbine Blade
gregtech:gt.metaitem.02:16322, HSLA Steel Turbine Blade
gregtech:gt.metaitem.02:16324, Naquadah Turbine Blade
gregtech:gt.metaitem.02:16325, Naquadah Alloy Turbine Blade
gregtech:gt.metaitem.02:16326, Enriched Naquadah Turbine Blade
gregtech:gt.metaitem.02:16327, Naquadria Turbine Blade
gregtech:gt.metaitem.02:16328, Duranium Turbine Blade
gregtech:gt.metaitem.02:16329, Tritanium Turbine Blade
gregtech:gt.metaitem.02:16330, Thaumium Turbine Blade
gregtech:gt.metaitem.02:16332, Midasium Turbine Blade
gregtech:gt.metaitem.02:16333, Astral Silver Turbine Blade
gregtech:gt.metaitem.02:16334, Black Steel Turbine Blade
gregtech:gt.metaitem.02:16335, Damascus Steel Turbine Blade
gregtech:gt.metaitem.02:16336, Shadowiron Turbine Blade
gregtech:gt.metaitem.02:16337, Shadowsteel Turbine Blade
gregtech:gt.metaitem.02:16338, Ironwood Turbine Blade
gregtech:gt.metaitem.02:16339, Steeleaf Turbine Blade
gregtech:gt.metaitem.02:16340, Meteoric Iron Turbine Blade
gregtech:gt.metaitem.02:16341, Meteoric Steel Turbine Blade
gregtech:gt.metaitem.02:16342, Dark Iron Turbine Blade
gregtech:gt.metaitem.02:16343, Cobalt Brass Turbine Blade
gregtech:gt.metaitem.02:16344, Ultimet Turbine Blade
gregtech:gt.metaitem.02:16346, Fiery Steel Turbine Blade
gregtech:gt.metaitem.02:16348, Red Steel Turbine Blade
gregtech:gt.metaitem.02:16349, Blue Steel Turbine Blade
gregtech:gt.metaitem.02:16350, Sterling Silver Turbine Blade
gregtech:gt.metaitem.02:16351, Rose Gold Turbine Blade
gregtech:gt.metaitem.02:16352, Black Bronze Turbine Blade
gregtech:gt.metaitem.02:16353, Bismuth Bronze Turbine Blade
gregtech:gt.metaitem.02:16354, Magnetic Iron Turbine Blade
gregtech:gt.metaitem.02:16355, Magnetic Steel Turbine Blade
gregtech:gt.metaitem.02:16356, Magnetic Neodymium Turbine Blade
gregtech:gt.metaitem.02:16362, Knightmetal Turbine Blade
gregtech:gt.metaitem.02:16363, Tin Alloy Turbine Blade
gregtech:gt.metaitem.02:16364, Dark Steel Turbine Blade
gregtech:gt.metaitem.02:16365, Redstone Alloy Turbine Blade
gregtech:gt.metaitem.02:16366, Soularium Turbine Blade
gregtech:gt.metaitem.02:16367, Conductive Iron Turbine Blade
gregtech:gt.metaitem.02:16368, Electrical Steel Turbine Blade
gregtech:gt.metaitem.02:16369, Energetic Alloy Turbine Blade
gregtech:gt.metaitem.02:16370, Tungstencarbide Turbine Blade
gregtech:gt.metaitem.02:16371, Vanadiumsteel Turbine Blade
gregtech:gt.metaitem.02:16372, HSS-G Turbine Blade
gregtech:gt.metaitem.02:16373, HSS-E Turbine Blade
gregtech:gt.metaitem.02:16374, HSS-S Turbine Blade
gregtech:gt.metaitem.02:16378, Vibrant Alloy Turbine Blade
gregtech:gt.metaitem.02:16379, Pulsating Iron Turbine Blade
gregtech:gt.metaitem.02:16380, Diamericium Titanium Turbine Blade
gregtech:gt.metaitem.02:16387, Mytryl Turbine Blade
gregtech:gt.metaitem.02:16389, Oriharukon Turbine Blade
gregtech:gt.metaitem.02:16391, Quantium Turbine Blade
gregtech:gt.metaitem.02:16392, Europium Oxide Turbine Blade
gregtech:gt.metaitem.02:16393, Magnetic Europium Oxide Turbine Blade
gregtech:gt.metaitem.02:16401, Infinity Catalyst Turbine Blade
gregtech:gt.metaitem.02:16402, Infinity Turbine Blade
gregtech:gt.metaitem.02:16416, Black Plutonium Turbine Blade
gregtech:gt.metaitem.02:16417, Ledox Turbine Blade
gregtech:gt.metaitem.02:16418, Cosmic Neutronium Turbine Blade
gregtech:gt.metaitem.02:16419, Ichorium Turbine Blade
gregtech:gt.metaitem.02:16420, Phoenixite Turbine Blade
gregtech:gt.metaitem.02:16470, Epoxy Resin Turbine Blade
gregtech:gt.metaitem.02:16472, Polycaprolactam Turbine Blade
gregtech:gt.metaitem.02:16473, Polytetrafluoroethylene Turbine Blade
gregtech:gt.metaitem.02:16490, Infuscolium Turbine Blade
gregtech:gt.metaitem.02:16599, Polybenzimidazole Turbine Blade
gregtech:gt.metaitem.02:16610, Fiber-Reinforced Epoxy Resin Turbine Blade
gregtech:gt.metaitem.02:16613, Nickel-Zinc Ferrite Turbine Blade
gregtech:gt.metaitem.02:16631, Polyphenylene Sulfide Turbine Blade
gregtech:gt.metaitem.02:16801, Blaze Turbine Blade
gregtech:gt.metaitem.02:16819, Graphene Turbine Blade
gregtech:gt.metaitem.02:16829, Deep Iron Turbine Blade
gregtech:gt.metaitem.02:16884, Desh Turbine Blade
gregtech:gt.metaitem.02:16966, Orichalcum Turbine Blade
gregtech:gt.metaitem.02:16975, Meitnerium Turbine Blade
gregtech:gt.metaitem.02:16976, Awakened Draconium Turbine Blade
gregtech:gt.metaitem.02:18006, Lithium Casing
gregtech:gt.metaitem.02:18008, Beryllium Casing
gregtech:gt.metaitem.02:18010, Carbon Casing
gregtech:gt.metaitem.02:18018, Magnesium Casing
gregtech:gt.metaitem.02:18019, Aluminium Casing
gregtech:gt.metaitem.02:18020, Silicon Casing
gregtech:gt.metaitem.02:18025, Potassium Casing
gregtech:gt.metaitem.02:18028, Titanium Casing
gregtech:gt.metaitem.02:18029, Vanadium Casing
gregtech:gt.metaitem.02:18030, Chrome Casing
gregtech:gt.metaitem.02:18031, Manganese Casing
gregtech:gt.metaitem.02:18032, Iron Casing
gregtech:gt.metaitem.02:18033, Cobalt Casing
gregtech:gt.metaitem.02:18034, Nickel Casing
gregtech:gt.metaitem.02:18035, Copper Casing
gregtech:gt.metaitem.02:18036, Zinc Casing
gregtech:gt.metaitem.02:18037, Gallium Casing
gregtech:gt.metaitem.02:18039, Arsenic Casing
gregtech:gt.metaitem.02:18045, Yttrium Casing
gregtech:gt.metaitem.02:18047, Niobium Casing
gregtech:gt.metaitem.02:18048, Molybdenum Casing
gregtech:gt.metaitem.02:18052, Palladium Casing
gregtech:gt.metaitem.02:18054, Silver Casing
gregtech:gt.metaitem.02:18056, Indium Casing
gregtech:gt.metaitem.02:18057, Tin Casing
gregtech:gt.metaitem.02:18058, Antimony Casing
gregtech:gt.metaitem.02:18062, Caesium Casing
gregtech:gt.metaitem.02:18064, Lanthanum Casing
gregtech:gt.metaitem.02:18065, Cerium Casing
gregtech:gt.metaitem.02:18067, Neodymium Casing
gregtech:gt.metaitem.02:18070, Europium Casing
gregtech:gt.metaitem.02:18078, Lutetium Casing
gregtech:gt.metaitem.02:18080, Tantalum Casing
gregtech:gt.metaitem.02:18081, Tungsten Casing
gregtech:gt.metaitem.02:18083, Osmium Casing
gregtech:gt.metaitem.02:18084, Iridium Casing
gregtech:gt.metaitem.02:18085, Platinum Casing
gregtech:gt.metaitem.02:18086, Gold Casing
gregtech:gt.metaitem.02:18089, Lead Casing
gregtech:gt.metaitem.02:18090, Bismuth Casing
gregtech:gt.metaitem.02:18096, Thorium Casing
gregtech:gt.metaitem.02:18097, Uranium 235 Casing
gregtech:gt.metaitem.02:18098, Uranium 238 Casing
gregtech:gt.metaitem.02:18100, Plutonium 239 Casing
gregtech:gt.metaitem.02:18101, Plutonium 241 Casing
gregtech:gt.metaitem.02:18103, Americium Casing
gregtech:gt.metaitem.02:18129, Neutronium Casing
gregtech:gt.metaitem.02:18300, Bronze Casing
gregtech:gt.metaitem.02:18301, Brass Casing
gregtech:gt.metaitem.02:18302, Invar Casing
gregtech:gt.metaitem.02:18303, Electrum Casing
gregtech:gt.metaitem.02:18304, Wrought Iron Casing
gregtech:gt.metaitem.02:18305, Steel Casing
gregtech:gt.metaitem.02:18306, Stainless Steel Casing
gregtech:gt.metaitem.02:18307, Pig Iron Casing
gregtech:gt.metaitem.02:18308, Red Alloy Casing
gregtech:gt.metaitem.02:18309, Blue Alloy Casing
gregtech:gt.metaitem.02:18310, Cupronickel Casing
gregtech:gt.metaitem.02:18311, Nichrome Casing
gregtech:gt.metaitem.02:18312, Kanthal Casing
gregtech:gt.metaitem.02:18313, Magnalium Casing
gregtech:gt.metaitem.02:18314, Soldering Alloy Casing
gregtech:gt.metaitem.02:18315, Battery Alloy Casing
gregtech:gt.metaitem.02:18316, Tungstensteel Casing
gregtech:gt.metaitem.02:18317, Osmiridium Casing
gregtech:gt.metaitem.02:18318, Sunnarium Casing
gregtech:gt.metaitem.02:18319, Adamantium Casing
gregtech:gt.metaitem.02:18320, Fluxed Electrum Casing
gregtech:gt.metaitem.02:18321, Enderium Casing
gregtech:gt.metaitem.02:18322, HSLA Steel Casing
gregtech:gt.metaitem.02:18324, Naquadah Casing
gregtech:gt.metaitem.02:18325, Naquadah Alloy Casing
gregtech:gt.metaitem.02:18326, Enriched Naquadah Casing
gregtech:gt.metaitem.02:18327, Naquadria Casing
gregtech:gt.metaitem.02:18328, Duranium Casing
gregtech:gt.metaitem.02:18329, Tritanium Casing
gregtech:gt.metaitem.02:18330, Thaumium Casing
gregtech:gt.metaitem.02:18331, Mithril Casing
gregtech:gt.metaitem.02:18332, Midasium Casing
gregtech:gt.metaitem.02:18333, Astral Silver Casing
gregtech:gt.metaitem.02:18334, Black Steel Casing
gregtech:gt.metaitem.02:18335, Damascus Steel Casing
gregtech:gt.metaitem.02:18336, Shadowiron Casing
gregtech:gt.metaitem.02:18337, Shadowsteel Casing
gregtech:gt.metaitem.02:18338, Ironwood Casing
gregtech:gt.metaitem.02:18339, Steeleaf Casing
gregtech:gt.metaitem.02:18340, Meteoric Iron Casing
gregtech:gt.metaitem.02:18341, Meteoric Steel Casing
gregtech:gt.metaitem.02:18342, Dark Iron Casing
gregtech:gt.metaitem.02:18343, Cobalt Brass Casing
gregtech:gt.metaitem.02:18344, Ultimet Casing
gregtech:gt.metaitem.02:18345, Annealed Copper Casing
gregtech:gt.metaitem.02:18346, Fiery Steel Casing
gregtech:gt.metaitem.02:18347, Firestone Casing
gregtech:gt.metaitem.02:18348, Red Steel Casing
gregtech:gt.metaitem.02:18349, Blue Steel Casing
gregtech:gt.metaitem.02:18350, Sterling Silver Casing
gregtech:gt.metaitem.02:18351, Rose Gold Casing
gregtech:gt.metaitem.02:18352, Black Bronze Casing
gregtech:gt.metaitem.02:18353, Bismuth Bronze Casing
gregtech:gt.metaitem.02:18354, Magnetic Iron Casing
gregtech:gt.metaitem.02:18355, Magnetic Steel Casing
gregtech:gt.metaitem.02:18356, Magnetic Neodymium Casing
gregtech:gt.metaitem.02:18357, Vanadium-Gallium Casing
gregtech:gt.metaitem.02:18358, Yttrium Barium Cuprate Casing
gregtech:gt.metaitem.02:18359, Niobium Nitride Casing
gregtech:gt.metaitem.02:18360, Niobium-Titanium Casing
gregtech:gt.metaitem.02:18361, Chromium Dioxide Casing
gregtech:gt.metaitem.02:18362, Knightmetal Casing
gregtech:gt.metaitem.02:18363, Tin Alloy Casing
gregtech:gt.metaitem.02:18364, Dark Steel Casing
gregtech:gt.metaitem.02:18365, Redstone Alloy Casing
gregtech:gt.metaitem.02:18366, Soularium Casing
gregtech:gt.metaitem.02:18367, Conductive Iron Casing
gregtech:gt.metaitem.02:18368, Electrical Steel Casing
gregtech:gt.metaitem.02:18369, Energetic Alloy Casing
gregtech:gt.metaitem.02:18370, Tungstencarbide Casing
gregtech:gt.metaitem.02:18371, Vanadiumsteel Casing
gregtech:gt.metaitem.02:18372, HSS-G Casing
gregtech:gt.metaitem.02:18373, HSS-E Casing
gregtech:gt.metaitem.02:18374, HSS-S Casing
gregtech:gt.metaitem.02:18378, Vibrant Alloy Casing
gregtech:gt.metaitem.02:18379, Pulsating Iron Casing
gregtech:gt.metaitem.02:18380, Diamericium Titanium Casing
gregtech:gt.metaitem.02:18387, Mytryl Casing
gregtech:gt.metaitem.02:18389, Oriharukon Casing
gregtech:gt.metaitem.02:18391, Quantium Casing
gregtech:gt.metaitem.02:18392, Europium Oxide Casing
gregtech:gt.metaitem.02:18393, Magnetic Europium Oxide Casing
gregtech:gt.metaitem.02:18394, Mysterious Crystal Casing
gregtech:gt.metaitem.02:18395, Enriched Mysterious Crystal Casing
gregtech:gt.metaitem.02:18401, Infinity Catalyst Casing
gregtech:gt.metaitem.02:18402, Infinity Casing
gregtech:gt.metaitem.02:18405, Reinforced Glass Casing
gregtech:gt.metaitem.02:18412, Lapotron Casing
gregtech:gt.metaitem.02:18416, Black Plutonium Casing
gregtech:gt.metaitem.02:18417, Ledox Casing
gregtech:gt.metaitem.02:18418, Cosmic Neutronium Casing
gregtech:gt.metaitem.02:18419, Ichorium Casing
gregtech:gt.metaitem.02:18420, Phoenixite Casing
gregtech:gt.metaitem.02:18421, Perrox Polymer Casing
gregtech:gt.metaitem.02:18426, Radox Polymer Casing
gregtech:gt.metaitem.02:18470, Epoxy Resin Casing
gregtech:gt.metaitem.02:18471, Silicone Rubber Casing
gregtech:gt.metaitem.02:18472, Polycaprolactam Casing
gregtech:gt.metaitem.02:18473, Polytetrafluoroethylene Casing
gregtech:gt.metaitem.02:18490, Infuscolium Casing
gregtech:gt.metaitem.02:18500, Diamond Casing
gregtech:gt.metaitem.02:18501, Emerald Casing
gregtech:gt.metaitem.02:18502, Ruby Casing
gregtech:gt.metaitem.02:18503, Sapphire Casing
gregtech:gt.metaitem.02:18504, Green Sapphire Casing
gregtech:gt.metaitem.02:18505, Olivine Casing
gregtech:gt.metaitem.02:18506, Nether Star Casing
gregtech:gt.metaitem.02:18507, Topaz Casing
gregtech:gt.metaitem.02:18508, Tanzanite Casing
gregtech:gt.metaitem.02:18509, Amethyst Casing
gregtech:gt.metaitem.02:18510, Opal Casing
gregtech:gt.metaitem.02:18511, Jasper Casing
gregtech:gt.metaitem.02:18512, Ruby Casing
gregtech:gt.metaitem.02:18513, Blue Topaz Casing
gregtech:gt.metaitem.02:18514, Amber Casing
gregtech:gt.metaitem.02:18515, Dilithium Casing
gregtech:gt.metaitem.02:18516, Certus Quartz Casing
gregtech:gt.metaitem.02:18520, Monazite Casing
gregtech:gt.metaitem.02:18522, Nether Quartz Casing
gregtech:gt.metaitem.02:18523, Quartzite Casing
gregtech:gt.metaitem.02:18524, Lazurite Casing
gregtech:gt.metaitem.02:18525, Sodalite Casing
gregtech:gt.metaitem.02:18526, Lapis Casing
gregtech:gt.metaitem.02:18527, Red Garnet Casing
gregtech:gt.metaitem.02:18528, Yellow Garnet Casing
gregtech:gt.metaitem.02:18530, Apatite Casing
gregtech:gt.metaitem.02:18531, Niter Casing
gregtech:gt.metaitem.02:18532, Enderpearl Casing
gregtech:gt.metaitem.02:18533, Endereye Casing
gregtech:gt.metaitem.02:18534, Phosphorus Casing
gregtech:gt.metaitem.02:18535, Coal Casing
gregtech:gt.metaitem.02:18536, Charcoal Casing
gregtech:gt.metaitem.02:18538, Lignite Coal Casing
gregtech:gt.metaitem.02:18540, Aer Casing
gregtech:gt.metaitem.02:18541, Ignis Casing
gregtech:gt.metaitem.02:18542, Terra Casing
gregtech:gt.metaitem.02:18543, Aqua Casing
gregtech:gt.metaitem.02:18544, Perditio Casing
gregtech:gt.metaitem.02:18545, Ordo Casing
gregtech:gt.metaitem.02:18599, Polybenzimidazole Casing
gregtech:gt.metaitem.02:18610, Fiber-Reinforced Epoxy Resin Casing
gregtech:gt.metaitem.02:18611, Borosilicate Glass Casing
gregtech:gt.metaitem.02:18613, Nickel-Zinc Ferrite Casing
gregtech:gt.metaitem.02:18631, Polyphenylene Sulfide Casing
gregtech:gt.metaitem.02:18635, Styrene-Butadiene Rubber Casing
gregtech:gt.metaitem.02:18636, Polystyrene Casing
gregtech:gt.metaitem.02:18649, Polyvinyl Chloride Casing
gregtech:gt.metaitem.02:18770, Endium Casing
gregtech:gt.metaitem.02:18804, Obsidian Casing
gregtech:gt.metaitem.02:18809, Wood Casing
gregtech:gt.metaitem.02:18829, Deep Iron Casing
gregtech:gt.metaitem.02:18874, Polyethylene Casing
gregtech:gt.metaitem.02:18880, Rubber Casing
gregtech:gt.metaitem.02:18884, Desh Casing
gregtech:gt.metaitem.02:18889, Sealed Wood Casing
gregtech:gt.metaitem.02:18890, Glass Casing
gregtech:gt.metaitem.02:18953, Kalendrite Casing
gregtech:gt.metaitem.02:18966, Orichalcum Casing
gregtech:gt.metaitem.02:18975, Meitnerium Casing
gregtech:gt.metaitem.02:18976, Awakened Draconium Casing
gregtech:gt.metaitem.02:18980, Gallium Arsenide Casing
gregtech:gt.metaitem.02:18981, Indium Gallium Phosphide Casing
gregtech:gt.metaitem.02:18984, Superconductor Base UEV Casing
gregtech:gt.metaitem.02:18985, Superconductor Base UHV Casing
gregtech:gt.metaitem.02:18986, Superconductor Base UV Casing
gregtech:gt.metaitem.02:18987, Superconductor Base MV Casing
gregtech:gt.metaitem.02:18988, Superconductor Base HV Casing
gregtech:gt.metaitem.02:18989, Superconductor Base EV Casing
gregtech:gt.metaitem.02:18990, Superconductor Base IV Casing
gregtech:gt.metaitem.02:18991, Superconductor Base LuV Casing
gregtech:gt.metaitem.02:18992, Superconductor Base ZPM Casing
gregtech:gt.metaitem.02:19008, Fine Beryllium Wire
gregtech:gt.metaitem.02:19018, Fine Magnesium Wire
gregtech:gt.metaitem.02:19019, Fine Aluminium Wire
gregtech:gt.metaitem.02:19020, Fine Silicon Wire
gregtech:gt.metaitem.02:19028, Fine Titanium Wire
gregtech:gt.metaitem.02:19029, Fine Vanadium Wire
gregtech:gt.metaitem.02:19030, Fine Chrome Wire
gregtech:gt.metaitem.02:19031, Fine Manganese Wire
gregtech:gt.metaitem.02:19032, Fine Iron Wire
gregtech:gt.metaitem.02:19033, Fine Cobalt Wire
gregtech:gt.metaitem.02:19034, Fine Nickel Wire
gregtech:gt.metaitem.02:19035, Fine Copper Wire
gregtech:gt.metaitem.02:19036, Fine Zinc Wire
gregtech:gt.metaitem.02:19037, Fine Gallium Wire
gregtech:gt.metaitem.02:19045, Fine Yttrium Wire
gregtech:gt.metaitem.02:19047, Fine Niobium Wire
gregtech:gt.metaitem.02:19048, Fine Molybdenum Wire
gregtech:gt.metaitem.02:19052, Fine Palladium Wire
gregtech:gt.metaitem.02:19054, Fine Silver Wire
gregtech:gt.metaitem.02:19056, Fine Indium Wire
gregtech:gt.metaitem.02:19057, Fine Tin Wire
gregtech:gt.metaitem.02:19058, Fine Antimony Wire
gregtech:gt.metaitem.02:19062, Fine Caesium Wire
gregtech:gt.metaitem.02:19064, Fine Lanthanum Wire
gregtech:gt.metaitem.02:19065, Fine Cerium Wire
gregtech:gt.metaitem.02:19067, Fine Neodymium Wire
gregtech:gt.metaitem.02:19070, Fine Europium Wire
gregtech:gt.metaitem.02:19078, Fine Lutetium Wire
gregtech:gt.metaitem.02:19080, Fine Tantalum Wire
gregtech:gt.metaitem.02:19081, Fine Tungsten Wire
gregtech:gt.metaitem.02:19083, Fine Osmium Wire
gregtech:gt.metaitem.02:19084, Fine Iridium Wire
gregtech:gt.metaitem.02:19085, Fine Platinum Wire
gregtech:gt.metaitem.02:19086, Fine Gold Wire
gregtech:gt.metaitem.02:19089, Fine Lead Wire
gregtech:gt.metaitem.02:19090, Fine Bismuth Wire
gregtech:gt.metaitem.02:19096, Fine Thorium Wire
gregtech:gt.metaitem.02:19097, Fine Uranium 235 Wire
gregtech:gt.metaitem.02:19098, Fine Uranium 238 Wire
gregtech:gt.metaitem.02:19100, Fine Plutonium 239 Wire
gregtech:gt.metaitem.02:19101, Fine Plutonium 241 Wire
gregtech:gt.metaitem.02:19103, Fine Americium Wire
gregtech:gt.metaitem.02:19129, Fine Neutronium Wire
gregtech:gt.metaitem.02:19300, Fine Bronze Wire
gregtech:gt.metaitem.02:19301, Fine Brass Wire
gregtech:gt.metaitem.02:19302, Fine Invar Wire
gregtech:gt.metaitem.02:19303, Fine Electrum Wire
gregtech:gt.metaitem.02:19304, Fine Wrought Iron Wire
gregtech:gt.metaitem.02:19305, Fine Steel Wire
gregtech:gt.metaitem.02:19306, Fine Stainless Steel Wire
gregtech:gt.metaitem.02:19307, Fine Pig Iron Wire
gregtech:gt.metaitem.02:19308, Fine Red Alloy Wire
gregtech:gt.metaitem.02:19309, Fine Blue Alloy Wire
gregtech:gt.metaitem.02:19310, Fine Cupronickel Wire
gregtech:gt.metaitem.02:19311, Fine Nichrome Wire
gregtech:gt.metaitem.02:19312, Fine Kanthal Wire
gregtech:gt.metaitem.02:19313, Fine Magnalium Wire
gregtech:gt.metaitem.02:19314, Fine Soldering Alloy Wire
gregtech:gt.metaitem.02:19315, Fine Battery Alloy Wire
gregtech:gt.metaitem.02:19316, Fine Tungstensteel Wire
gregtech:gt.metaitem.02:19317, Fine Osmiridium Wire
gregtech:gt.metaitem.02:19318, Fine Sunnarium Wire
gregtech:gt.metaitem.02:19319, Fine Adamantium Wire
gregtech:gt.metaitem.02:19320, Fine Fluxed Electrum Wire
gregtech:gt.metaitem.02:19321, Fine Enderium Wire
gregtech:gt.metaitem.02:19322, Fine HSLA Steel Wire
gregtech:gt.metaitem.02:19324, Fine Naquadah Wire
gregtech:gt.metaitem.02:19325, Fine Naquadah Alloy Wire
gregtech:gt.metaitem.02:19326, Fine Enriched Naquadah Wire
gregtech:gt.metaitem.02:19327, Fine Naquadria Wire
gregtech:gt.metaitem.02:19328, Fine Duranium Wire
gregtech:gt.metaitem.02:19329, Fine Tritanium Wire
gregtech:gt.metaitem.02:19330, Fine Thaumium Wire
gregtech:gt.metaitem.02:19332, Fine Midasium Wire
gregtech:gt.metaitem.02:19333, Fine Astral Silver Wire
gregtech:gt.metaitem.02:19334, Fine Black Steel Wire
gregtech:gt.metaitem.02:19335, Fine Damascus Steel Wire
gregtech:gt.metaitem.02:19336, Fine Shadowiron Wire
gregtech:gt.metaitem.02:19337, Fine Shadowsteel Wire
gregtech:gt.metaitem.02:19338, Fine Ironwood Wire
gregtech:gt.metaitem.02:19339, Fine Steeleaf Wire
gregtech:gt.metaitem.02:19340, Fine Meteoric Iron Wire
gregtech:gt.metaitem.02:19341, Fine Meteoric Steel Wire
gregtech:gt.metaitem.02:19342, Fine Dark Iron Wire
gregtech:gt.metaitem.02:19343, Fine Cobalt Brass Wire
gregtech:gt.metaitem.02:19344, Fine Ultimet Wire
gregtech:gt.metaitem.02:19345, Fine Annealed Copper Wire
gregtech:gt.metaitem.02:19346, Fine Fiery Steel Wire
gregtech:gt.metaitem.02:19348, Fine Red Steel Wire
gregtech:gt.metaitem.02:19349, Fine Blue Steel Wire
gregtech:gt.metaitem.02:19350, Fine Sterling Silver Wire
gregtech:gt.metaitem.02:19351, Fine Rose Gold Wire
gregtech:gt.metaitem.02:19352, Fine Black Bronze Wire
gregtech:gt.metaitem.02:19353, Fine Bismuth Bronze Wire
gregtech:gt.metaitem.02:19354, Fine Magnetic Iron Wire
gregtech:gt.metaitem.02:19355, Fine Magnetic Steel Wire
gregtech:gt.metaitem.02:19356, Fine Magnetic Neodymium Wire
gregtech:gt.metaitem.02:19357, Fine Vanadium-Gallium Wire
gregtech:gt.metaitem.02:19358, Fine Yttrium Barium Cuprate Wire
gregtech:gt.metaitem.02:19359, Fine Niobium Nitride Wire
gregtech:gt.metaitem.02:19360, Fine Niobium-Titanium Wire
gregtech:gt.metaitem.02:19361, Fine Chromium Dioxide Wire
gregtech:gt.metaitem.02:19362, Fine Knightmetal Wire
gregtech:gt.metaitem.02:19363, Fine Tin Alloy Wire
gregtech:gt.metaitem.02:19364, Fine Dark Steel Wire
gregtech:gt.metaitem.02:19367, Fine Conductive Iron Wire
gregtech:gt.metaitem.02:19368, Fine Electrical Steel Wire
gregtech:gt.metaitem.02:19369, Fine Energetic Alloy Wire
gregtech:gt.metaitem.02:19370, Fine Tungstencarbide Wire
gregtech:gt.metaitem.02:19371, Fine Vanadiumsteel Wire
gregtech:gt.metaitem.02:19372, Fine HSS-G Wire
gregtech:gt.metaitem.02:19373, Fine HSS-E Wire
gregtech:gt.metaitem.02:19374, Fine HSS-S Wire
gregtech:gt.metaitem.02:19378, Fine Vibrant Alloy Wire
gregtech:gt.metaitem.02:19379, Fine Pulsating Iron Wire
gregtech:gt.metaitem.02:19393, Fine Magnetic Europium Oxide Wire
gregtech:gt.metaitem.02:19401, Fine Infinity Catalyst Wire
gregtech:gt.metaitem.02:19402, Fine Infinity Wire
gregtech:gt.metaitem.02:19416, Fine Black Plutonium Wire
gregtech:gt.metaitem.02:19420, Fine Phoenixite Wire
gregtech:gt.metaitem.02:19490, Fine Infuscolium Wire
gregtech:gt.metaitem.02:19770, Fine Endium Wire
gregtech:gt.metaitem.02:19829, Fine Deep Iron Wire
gregtech:gt.metaitem.02:19884, Fine Desh Wire
gregtech:gt.metaitem.02:19953, Fine Kalendrite Wire
gregtech:gt.metaitem.02:19966, Fine Orichalcum Wire
gregtech:gt.metaitem.02:19975, Fine Meitnerium Wire
gregtech:gt.metaitem.02:19976, Fine Awakened Draconium Wire
gregtech:gt.metaitem.02:19987, Fine Superconductor Base MV Wire
gregtech:gt.metaitem.02:19988, Fine Superconductor Base HV Wire
gregtech:gt.metaitem.02:19989, Fine Superconductor Base EV Wire
gregtech:gt.metaitem.02:19990, Fine Superconductor Base IV Wire
gregtech:gt.metaitem.02:19991, Fine Superconductor Base LuV Wire
gregtech:gt.metaitem.02:19992, Fine Superconductor Base ZPM Wire
gregtech:gt.metaitem.02:20010, Small Carbon Gear
gregtech:gt.metaitem.02:20019, Small Aluminium Gear
gregtech:gt.metaitem.02:20028, Small Titanium Gear
gregtech:gt.metaitem.02:20030, Small Chrome Gear
gregtech:gt.metaitem.02:20032, Small Iron Gear
gregtech:gt.metaitem.02:20034, Small Nickel Gear
gregtech:gt.metaitem.02:20035, Small Copper Gear
gregtech:gt.metaitem.02:20052, Small Palladium Gear
gregtech:gt.metaitem.02:20054, Small Silver Gear
gregtech:gt.metaitem.02:20057, Small Tin Gear
gregtech:gt.metaitem.02:20067, Small Neodymium Gear
gregtech:gt.metaitem.02:20081, Small Tungsten Gear
gregtech:gt.metaitem.02:20083, Small Osmium Gear
gregtech:gt.metaitem.02:20084, Small Iridium Gear
gregtech:gt.metaitem.02:20085, Small Platinum Gear
gregtech:gt.metaitem.02:20086, Small Gold Gear
